2025-02-14 11:16:47,768 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2025-02-14 11:16:47,797 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2025-02-14 11:16:47,798 INFO  Logger.cs: 73 - Commit version 1.6.0-4-g7f85cfe
2025-02-14 11:16:47,798 INFO  Logger.cs: 74 - Build version 1.6.7995.38578
2025-02-14 11:16:47,816 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2025-02-14 11:16:47,817 INFO  SwAddin.cs: 197 - Setting up callbacks
2025-02-14 11:16:47,817 INFO  SwAddin.cs: 201 - Setting up command manager
2025-02-14 11:16:47,818 INFO  SwAddin.cs: 204 - Adding command manager
2025-02-14 11:16:47,820 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2025-02-14 11:16:47,821 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2025-02-14 11:16:47,821 INFO  SwAddin.cs: 210 - Adding event handlers
2025-02-14 11:16:47,833 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2025-02-14 07:34:25,076 INFO  SwAddin.cs: 294 - Assembly export called for file PGC-50-35-O-S_3D_v2.0
2025-02-14 07:34:26,377 INFO  SwAddin.cs: 313 - Saving assembly
2025-02-14 07:34:26,446 INFO  SwAddin.cs: 316 - Opening property manager
2025-02-14 07:34:26,465 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from PGC-50-35-O-S_3D_v2.0
2025-02-14 07:34:26,469 INFO  ExportHelperExtension.cs: 1136 - Found 42 in PGC-50-35-O-S_3D_v2.0
2025-02-14 07:34:26,469 INFO  ExportHelperExtension.cs: 1145 - Found 4 features of type [CoordSys] in PGC-50-35-O-S_3D_v2.0
2025-02-14 07:34:26,469 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2025-02-14 07:34:26,470 INFO  ExportHelperExtension.cs: 1160 - 3 components to check
2025-02-14 07:34:26,471 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Ö÷Ìå^PGC-50-35-O-S_¼òÒ×Ä£ÐÍ_v1.0_20230310_1-1
2025-02-14 07:34:26,471 INFO  ExportHelperExtension.cs: 1136 - Found 36 in Ö÷Ìå^PGC-50-35-O-S_¼òÒ×Ä£ÐÍ_v1.0_20230310_1-1
2025-02-14 07:34:26,472 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Ö÷Ìå^PGC-50-35-O-S_¼òÒ×Ä£ÐÍ_v1.0_20230310_1-1
2025-02-14 07:34:26,472 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from ÊÖÖ¸×é¼þ1^PGC-50-35-O-S_¼òÒ×Ä£ÐÍ_v1.0_20230310_1-1
2025-02-14 07:34:26,472 INFO  ExportHelperExtension.cs: 1136 - Found 29 in ÊÖÖ¸×é¼þ1^PGC-50-35-O-S_¼òÒ×Ä£ÐÍ_v1.0_20230310_1-1
2025-02-14 07:34:26,472 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in ÊÖÖ¸×é¼þ1^PGC-50-35-O-S_¼òÒ×Ä£ÐÍ_v1.0_20230310_1-1
2025-02-14 07:34:26,473 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from ÊÖÖ¸×é¼þ2^PGC-50-35-O-S_¼òÒ×Ä£ÐÍ_v1.0_20230310_1-1
2025-02-14 07:34:26,473 INFO  ExportHelperExtension.cs: 1136 - Found 29 in ÊÖÖ¸×é¼þ2^PGC-50-35-O-S_¼òÒ×Ä£ÐÍ_v1.0_20230310_1-1
2025-02-14 07:34:26,473 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in ÊÖÖ¸×é¼þ2^PGC-50-35-O-S_¼òÒ×Ä£ÐÍ_v1.0_20230310_1-1
2025-02-14 07:34:26,473 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from PGC-50-35-O-S_3D_v2.0
2025-02-14 07:34:26,474 INFO  ExportHelperExtension.cs: 1136 - Found 42 in PGC-50-35-O-S_3D_v2.0
2025-02-14 07:34:26,474 INFO  ExportHelperExtension.cs: 1145 - Found 3 features of type [RefAxis] in PGC-50-35-O-S_3D_v2.0
